stn,year,mo,da,temp,max,min,prcp,name,Year/Month/Day
725090,1970,11,7,50.2,63.0,41.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-07
725090,1970,11,8,46.4,54.0,41.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-08
725090,1970,11,9,41.4,48.0,36.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-09
725090,1970,11,12,50.3,52.0,48.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-12
725090,1970,11,17,39.7,46.9,35.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-17
725090,1970,11,22,44.3,51.1,37.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-22
725090,1970,11,25,29.6,34.0,26.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-25
725090,1970,11,26,32.2,37.9,26.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-26
725090,1970,11,27,39.9,48.0,34.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-11-27
725090,1970,12,1,40.0,43.0,35.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-01
725090,1970,12,2,48.1,57.9,39.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-02
725090,1970,12,3,48.9,55.9,42.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-03
725090,1970,12,7,24.7,28.9,21.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-07
725090,1970,12,8,18.9,23.0,15.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-08
725090,1970,12,11,26.1,30.9,21.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-11
725090,1970,12,19,32.7,43.0,28.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-19
725090,1970,12,21,29.8,32.0,25.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-21
725090,1970,12,25,24.8,28.9,19.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-25
725090,1970,12,27,23.2,30.0,19.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-27
725090,1970,12,28,23.2,28.0,19.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-28
725090,1970,12,29,22.3,27.0,17.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-29
725090,1970,12,30,20.7,27.0,16.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-30
725090,1970,12,31,22.7,30.9,18.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-31
725090,1970,1,3,23.1,28.9,18.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-03
725090,1970,1,4,24.0,27.0,19.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-04
725090,1970,1,7,24.2,28.0,19.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-07
725090,1970,1,9,17.7,23.0,10.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-09
725090,1970,1,12,18.9,26.1,12.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-12
725090,1970,1,13,22.9,30.0,19.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-13
725090,1970,1,21,16.5,21.9,10.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-21
725090,1970,1,22,9.3,19.0,3.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-22
725090,1970,1,23,16.8,27.0,10.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-23
725090,1970,1,24,20.1,25.0,12.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-24
725090,1970,1,25,23.3,30.0,18.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-25
725090,1970,1,27,29.6,33.1,27.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-27
725090,1970,2,6,30.1,34.0,28.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-06
725090,1970,2,13,28.5,33.1,24.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-13
725090,1970,2,25,37.9,53.1,32.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-25
725090,1970,2,28,33.0,34.0,30.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-28
725090,1970,3,1,30.7,36.0,24.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-01
725090,1970,3,2,33.2,35.1,32.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-02
725090,1970,3,3,31.9,37.9,26.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-03
725090,1970,3,14,34.1,36.0,33.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-14
725090,1970,3,15,34.2,39.0,28.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-15
725090,1970,3,29,39.4,44.1,30.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-29
725090,1970,3,30,29.0,34.0,21.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-30
725090,1970,3,31,32.5,35.1,30.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-31
725090,1970,4,1,38.3,48.0,30.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-01
725090,1970,4,3,45.8,57.0,39.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-03
725090,1970,4,11,41.8,50.0,35.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-11
725090,1970,10,17,42.1,46.0,37.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-10-17
725090,1970,12,5,27.8,34.0,23.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-05
725090,1970,12,6,32.1,34.0,30.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-06
725090,1970,12,12,27.3,32.0,24.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-12
725090,1970,12,15,23.0,28.0,19.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-15
725090,1970,12,16,22.3,30.9,16.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-16
725090,1970,12,22,18.8,28.9,12.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-22
725090,1970,12,23,17.3,30.9,12.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-23
725090,1970,12,26,25.4,27.0,23.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-12-26
725090,1970,1,29,42.0,46.9,34.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-01-29
725090,1970,2,2,42.3,53.1,36.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-02
725090,1970,2,3,50.3,57.9,43.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-03
725090,1970,2,10,38.9,42.1,37.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-10
725090,1970,2,11,43.1,46.0,39.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-11
725090,1970,2,16,31.0,35.1,27.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-16
725090,1970,2,23,36.0,48.0,26.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-02-23
725090,1970,3,5,35.2,37.9,34.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-05
725090,1970,3,8,36.7,42.1,28.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-08
725090,1970,3,24,42.7,48.9,36.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-24
725090,1970,3,26,43.7,46.9,39.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-26
725090,1970,3,27,48.7,57.0,43.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-03-27
725090,1970,4,9,60.7,72.0,54.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-09
725090,1970,4,10,50.2,62.1,44.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-10
725090,1970,4,13,48.5,54.0,43.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-13
725090,1970,4,17,49.0,61.0,42.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-17
725090,1970,4,20,44.1,52.0,37.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-20
725090,1970,4,21,42.6,45.0,41.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-21
725090,1970,4,22,47.6,57.0,42.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-22
725090,1970,4,23,44.1,48.9,42.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-23
725090,1970,4,24,47.9,57.0,43.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-24
725090,1970,4,25,57.5,66.0,48.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-04-25
725090,1970,5,3,57.9,66.0,51.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-03
725090,1970,5,6,52.2,57.0,46.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-06
725090,1970,5,9,62.3,68.0,55.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-09
725090,1970,5,10,65.8,91.0,48.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-10
725090,1970,5,13,55.2,61.0,52.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-13
725090,1970,5,14,53.2,57.0,51.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-14
725090,1970,5,17,58.5,64.0,52.0,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-17
725090,1970,5,18,55.0,59.0,53.1,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-18
725090,1970,5,19,53.2,59.0,48.9,0.0,GEN E L LOGAN INTERNATIONAL A,1970-05-19
